id,sentence,coarse,fine,pol,asp
1462,"1) The introduction makes it seem the generative replay is new, without citing approaches such as DGR (which are cited in the related work).",Request,Request.Edit,N-Negative,Originality
1463,"The initial narrative mixes prior works' contributions and this paper's contributions; the contributions of the paper itself should be made clear,",Request,Request.Edit,N-Negative,Originality
1464,"2) Using the word ""task"" in describing ""joint training"" of the generative, discriminative, and classification networks is very confusing (since ""task"" is used for the continual learning description too,",Request,Request.Edit,N-Negative,Clarity
1465,3) There is no legend for CIFAR; what do the colors represent?,Request,Request.Clarification,N-Negative,Substance
1466,"4) There are several typos/grammar issues e.g. ""believed to occurs"", ""important parameters sections"", ""capacity that if efficiently allocated"", etc.).",Request,Request.Typo,N-Negative,Other
1467,"In summary, the paper presents what seems like an effective strategy for continual learning, by combining some existing methods together, but does not make it precise what the contributions are and the methodology/analysis make it hard to determine if the comparisons are fair or not.",Evaluative,Evaluative,N-Negative,Meaningful Comparison
1468,More rigorous experiments and analysis is needed to make this a good ICLR paper.,Evaluative,Evaluative,N-Negative,Substance
1469,This paper studies how the FiLM visual question answering (VQA) model answer questions involving the quantifier ‘most’.,Structuring,Structuring.Summary,,
1470,"This quantifier is chosen for study because it cannot be expressed in first order logic (i.e., high-order logic is required), and secondly because there are two different algorithmic approaches to answering questions involving ‘most’ (cardinality-based strategy and pairing-based strategy).",Structuring,Structuring.Summary,,
1471,"Experiments are performed by designing abstract visual scenes with controlled numerosity and spatial layouts, and applying methodologies from pyscholinguistics.",Structuring,Structuring.Summary,,
1472,"The paper concludes that the model learns an approximate number system (ANS), consistent with the cardinality-based strategy, with implications for understanding the conditions under which existing VQA models should perform well or badly (and possibly for improving VQA models).",Structuring,Structuring.Summary,,
1474,"- The research question is clear and well-conceived. In general, it seems there are significant opportunities for better collaboration between the experimental psychology and machine learning communities, and this is a good example of the benefits.",Evaluative,Evaluative,P-Positive,Motivation/Impact
1475,"- The paper is clear, highly-focused, and well-written.",Evaluative,Evaluative,P-Positive,Clarity
1477,- The arguments for why the experimental evidence actually supports the existance of an approximate number system (ANS) could be made more clear.,Evaluative,Evaluative,N-Negative,Substance
1478,"For example, the section on “Ratios andWeber fraction” argues that “these curves align well with the trend predicted by Weber’s law”, but does not explain how the experimental data would present if the alternative hypothesis (pairing-based strategy) was being used.",Evaluative,Evaluative,N-Negative,Substance
1479,What would the pairing-based strategy look like in Figure 6 right? Are there not significance tests that could be used to more carefully quantify the level of support for the two alternative strategies?,Request,Request.Explanation,N-Negative,Substance
1480,"- The experiments seem very similar to Wu et al. 2018, which is considered to be prior work under the ICLR guidelines.",Evaluative,Evaluative,N-Negative,Originality
1481,"While this paper is acknowledged in the related work, it would be helpful to expand further on the relationship between these works, so the originality and contribution of this paper can be better evaluated.",Request,Request.Experiment,N-Negative,Originality
1482,"- In some ways it is not that surprising that the CNN more easily learns an approximate number system rather than a pairing-based algorithm, as the later would presumably need to learn a different convolutional filter for every possible spatial arrangement of the pairs (which would be very sample inefficient).",Fact,Fact,,
1483,"Therefore, it might be interesting to consider, are there any circumstances under which the CNN would learn a pairing based algorithm?",Request,Request.Experiment,U-Neutral,Substance
1484,"For example, what if the spatial configuration of the pairs was simplified, so they were always side-by-side at a fixed distance? If pairing-based algorithms emerged under simplified scenarios, this might have implications for the design of CNN filters (if we want models that are capable of learning these types of functions).",Request,Request.Experiment,U-Neutral,Substance
1486,"I regard this as a good paper, with a couple of weakness that could be addressed as indicated.",Evaluative,Evaluative,P-Positive,Other
1496,This paper introduced a new architecture for input embeddings of neural language models: adaptive input representation (ADP).,Structuring,Structuring.Summary,,
1497,ADP allowed a model builder to define a set of bands of input words with different frequency where frequent words have larger embedding size than the others.,Structuring,Structuring.Summary,,
1498,The embeddings of each band are then projected into the same size.,Structuring,Structuring.Summary,,
1499,This resulted in lowering the number of parameters.,Structuring,Structuring.Summary,,
1500,Extensive experiments with the Transformer LM on WikiText-103 and Billion Word corpus showed that ADP achieved competitive perplexities.,Structuring,Structuring.Summary,,
1501,"While tying weight with the output did not benefit the perplexity, it lowered the runtime significantly on Billion Word corpus.",Structuring,Structuring.Summary,,
1502,Further analyses showed that ADP gained performance across all word frequency ranges.,Structuring,Structuring.Summary,,
1503,"Overall, the paper was well-written and the experiments supported the claim.",Evaluative,Evaluative,P-Positive,Clarity
1504,The paper was very clear on its contribution.,Evaluative,Evaluative,P-Positive,Clarity
1505,The variable-size input of this paper was novel as far as I know.,Evaluative,Evaluative,P-Positive,Originality
1506,"However, the method, particularly on the weight sharing, lacked a bit of important background on adaptive softmax.",Evaluative,Evaluative,N-Negative,Soundness/Correctness
1507,The weight sharing was also needed further investigation and experimental data on sharing different parts.,Evaluative,Evaluative,U-Neutral,Substance
1508,"The experiments compared several models with different input levels (characters, BPE, and words).",Structuring,Structuring.Heading,,
1509,The perplexities of the proposed approach were competitive with the character model with an advantage on the training time.,Evaluative,Evaluative,P-Positive,Substance
1510,"However, the runtimes were a bit strange.",Evaluative,Evaluative,N-Negative,Substance
